gauge_id,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2006-13,2006-14,2006-15,2006-16,2006-17,2006-18,2006-19,2006-20,2006-21,2006-22,2006-23,2006-24,2006-25,2006-26,2006-27,2006-28,2006-29,2006-30,2006-31,2006-32,2006-33,2006-34,2006-35,2006-36,2006-37,2006-38,2006-39,2006-40,2006-41,2006-42,2006-43,2006-44,2006-48
17005,0.0027,0.0765,0.0025,0,0,0,0.0105,0,0.0048,0.0032,0.0117,0.1088,0,0,0,0,0,0.4379,0,0,0.0337,0,0.0127,0.0615,0.0111,0.0507,0.0336,0,0.0302,0,0,0,0,0,0,0.101,0,0,0,0,0.007,0,0,0,0
17015,0,4e-4,0,0,0,0,0,0,0,0,0,0.2019,0,0,0,0,0,0.2655,0,0,0,0,0,0.1856,0,0.2382,0.0722,0,0.0306,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0
17018,0,0,0,0,0,0,0,0,0,0,0,0.7795,0,0,0,0,0,0.1687,0,0,0,0,0,0,0,0.0077,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18001,0,0.006,3e-4,0,0,0,0,0,0,0,0.0094,0.0635,0,0,0,0,0,0.3223,0,0,0,0,0.0025,0.0932,0.0145,0.1459,0.2131,0,0.0133,0,0,0,0,0,0,0.1144,0,0,0,0,0.0016,0,0,0,0
18002,0,0.0326,0.0022,0,0,0,0.0027,0,0,0,0.009,0.0451,0,0,0,0,0,0.2248,0,0,0.0356,0,0.0156,0.07,0.0081,0.3116,0.1293,0,0.0638,0,0,0.0152,0,0,0,0.0279,0,0,0,0,0.0065,0,0,0,0
18003,0,0.0032,0,0,0,0,0.0016,0,0,0,8e-4,0.0044,0,0,0,0,0,0.0645,0,0,0.0013,0,0.0299,0.1808,0.0099,0.3493,0.1414,0,0.058,0,0,0.0232,0,0,0,0.0829,0,0,0,0,0.0487,0,0,0,0
18008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0.0034,0,0.013,0.2529,0.0057,0.3634,0.1274,0,0.0431,0,0,0.0382,0,0,0,0.1121,0,0,0,0,0.027,0,0,0,0
18010,0,0.0022,0,0,0,0,0,0,0,0,0.0057,0.1424,0,0,0,0,0,0.2057,0,0,0.0046,0,0.0355,0.2337,0.0204,0.0714,0.1249,0,0.0652,0,0,0.0015,0,0,0,0.0713,0,0,0,0,0.0156,0,0,0,0
18011,0,0.0053,0.0039,0,0,0,8e-4,0,0,0,0.0055,0.0926,0,0,0,0,0,0.1333,0,0,0.0024,0,0.0295,0.1893,0.0198,0.2185,0.1261,0,0.0567,0,0,0.0122,0,0,0,0.0736,0,0,0,0,0.0304,0,0,0,0
18014,0,0.0414,0,0,0,0,0,0,0,0,0,0.1069,0,0,0,0,0,0.3502,0,0,0,0,0,0.2401,0.0521,0.054,0.1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0
18017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613,0,0.0832,0.2993,0,0.2248,0,0,0.0409,0,0,0,0.2905,0,0,0,0,0,0,0,0,0
18018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3914,0,0.4057,0,0,0,0,0,0.0629,0,0,0,0.14,0,0,0,0,0,0,0,0,0
19001,0,0.0998,0.0545,0.0026,0,0.0122,0.0081,0.0124,0.0018,0.0041,0.0283,0.2345,0,0,0,0,0,0.235,0,0,0.0038,0,0.0167,0.0826,0.013,0.0344,0.0342,0,0.0501,0,0,0.0016,0,0,0,0.0667,0,0,0,0,0.0035,0,0,0,0
19006,0.0091,0.1831,0.0257,0,0,0.0022,0.0031,0,0,0.0083,0.0184,0.1509,0,0,0,0,0,0.1881,0,0,0,0,0.012,0.0195,0.0041,0.0216,0.108,0,0.0087,0,0,0,0,0,0,0.2177,0,0,0,0,0.0195,0,0,0,0
19010,0,0.3577,0.0032,0,0,0,0,0,0,0,0.1429,0.0259,0,0,0,0,0,0.1313,0,0,0,0,0.0369,0.0272,0,0.0873,0.1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19017,0,0.1304,0.0808,0,0,0.0293,0.003,0,0,5e-4,0.0555,0.4808,0,0,0,0,0,0.1875,0,0,0,0,0.0094,0.0089,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19020,0,0.0765,0,0,0,0,0.0353,0.045,0.0103,3e-4,0.0234,0,0,0,0,0,0,0.3289,0,0,0,0,0,0.1334,0.0125,0.0369,0.0315,0,0.1149,0,0,0,0,0,0,0.1512,0,0,0,0,0,0,0,0,0
20002,0,0,0.0184,0,0,0.0192,0,0,0,0,0,0.9463,0,0,0,0,0,0.0043,0,0,0,0,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20003,0,0.0089,0,0,0,0,0,0,0,0,0.0132,0.6481,0,0,0,0,0,0.1782,0,0,0.0026,0,0.0289,0.0228,0.0184,0.0142,0.0641,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,0,0.0049,0,0,0,0,0,0,0,0,0.022,0.4699,0,0,0,0,0,0.1326,0,0,0,0,0.0429,0.0103,0.0338,0.057,0.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258,0,0,0.0021,0,0,0.0556,0,0.0328,0.2801,0,0.004,0,0,7e-4,0,0,0,0.5694,0,0,0,0,0.0295,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0.0018,0,0.0028,0.0489,0,0.0481,0.1984,0,0.021,0,0,0.0011,0,0,0,0.6457,0,0,0,0,0.0108,0,0,0,0
21003,0,0.0052,0,0,0,0,0.0016,0,0,0,0.0042,0.0303,0,0,0,0,0,0.2757,0,0,0,0,0.0024,0.116,0.0069,0.1862,0.2462,0,0.0333,0,0,0.015,0,0,0,0.0725,0,0,0,0,0.0046,0,0,0,0
21006,0,0.0057,0,0,0,0,7e-4,0,0,0,0.0036,0.0249,0,0,0,0,0,0.187,0,0,0,0,0.0055,0.1681,0.0051,0.2611,0.1944,0,0.0328,0,0,0.013,0,0,0,0.0923,0,0,0,0,0.0057,0,0,0,0
21008,0,0.0064,0,0,0,0,0,0,0,0,0.0051,0.2391,0,0,0,0,0,0.1912,0,0,9e-4,0,0.0092,0.1715,0.0031,0.2399,0.0721,0,0.0551,0,0,0,0,0,0,0.0058,0,0,0,0,6e-4,0,0,0,0
21009,0,0.0069,1e-4,0,0,0,4e-4,0,0,0,0.0077,0.2358,0,0,0,0,0,0.2064,0,0,3e-4,0,0.0074,0.1123,0.005,0.2022,0.1347,0,0.0282,0,0,0.0057,0,0,1e-4,0.0445,0,0,0,0,0.0021,0,0,0,0
21011,0,0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0.0702,0,0,0,0,0,0.1114,0.0026,0.4358,0.1504,0,0.0063,0,0,0.0312,0,0,0,0.1654,0,0,0,0,0.0235,0,0,0,0
21012,0,0.015,0,0,0,0,0,0,0,0,0.0015,0.0586,0,0,0,0,0,0.1242,0,0,0.0031,0,0.0053,0.2656,0.0011,0.3916,0.0716,0,0.0599,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0
21013,0,0.0018,0,0,0,0,0,0,0,0,0.0021,0.0366,0,0,0,0,0,0.3456,0,0,0,0,0.0091,0.0371,0.0063,0.2491,0.1891,0,0.0163,0,0,0,0,0,0,0.1069,0,0,0,0,0,0,0,0,0
21015,0,0.0031,0,0,0,0,0,0,0,0,0.0097,0.1831,0,0,0,0,0,0.3018,0,0,0,0,0.0091,0.0346,0.0011,0.1578,0.2888,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21016,0,0.0059,0,0,0,0,0,0,0,0,0,0.6505,0,0,0,0,0,0.2011,0,0,0,0,0.0053,0.0718,0.0118,0.0113,0.0351,0,0.0039,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0
21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2468,0,0.5608,0.0669,0,0.0643,0,0,0.0259,0,0,0,0.0353,0,0,0,0,0,0,0,0,0
21018,0,0.0037,0,0,0,0,0.0031,0,0,0,0.0042,0.0668,0,0,0,0,0,0.3413,0,0,0,0,0.0044,0.1019,0.0104,0.1776,0.1389,0,0.0163,0,0,0,0,0,0,0.1276,0,0,0,0,0.0038,0,0,0,0
21022,0,0.004,0,0,0,0,0,0,0,0,0.0084,0.2937,0,0,0,0,0,0.2218,0,0,0,0,0.0038,0.0459,0.0098,0.0988,0.2754,0,0.0161,0,0,0,0,0,0,0.0203,0,0,0,0,0.002,0,0,0,0
21023,0,0.0027,0,0,0,0,0,0,0,0,0.0134,0.9089,0,0,0,0,0,0.0611,0,0,0,0,0.0033,0.0094,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21024,0,0.0109,0,0,0,0,0,0,0,0,0.0044,0.1437,0,0,0,0,0,0.24,0,0,0,0,0.028,0.283,0.0019,0.1033,0.0336,0,0.1163,0,0,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0
21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.8187,0,0.0723,0.0126,0,0.08,0,0,0,0,0,0,0.0148,0,0,0,0,0,0,0,0,0
21027,0,0.0102,0,0,0,0,0,0,0,0,0.0191,0.3518,0,0,0,0,0,0.2953,0,0,0,0,0.0076,0.0356,0.0052,0.1193,0.0818,0,0.0085,0,0,0,0,0,0,0.0656,0,0,0,0,0,0,0,0,0
22001,0,0.0047,0,0,0,0.0024,0.0011,0,0,0,0.0074,0.1313,0,0,0,0,0,0.3216,0,0,0.002,0,0.0135,0.0736,0.0251,0.1623,0.154,0,0.008,0,0,4e-4,0,0,0,0.0926,0,0,0,0,0,0,0,0,0
22006,0,0.0223,0.0016,0,0,0.0108,0.0062,0,0,0,0.0236,0.4974,0,0,0,0,0,0.4044,0,0,0,0,0.0069,0,0.0097,0.0046,0.007,0,0.0027,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0
22007,0,0,1e-4,0,0,0,0,0,0,0,0.0098,0.2157,0,0,0,0,0,0.4462,0,0,0.0062,0,0.0119,0.0953,0.0245,0.0706,0.069,0,0.0424,0,0,0,0,0,0,0.0049,0,0,0,0,0.0033,0,0,0,0
22009,0,0.0032,0,0,0,0,0.0018,0,0,0,0.0018,0.0516,0,0,0,0,0,0.2441,0,0,0,0,0.0039,0.0986,0.0081,0.2506,0.1688,0,0.0122,0,0,7e-4,0,0,0,0.1547,0,0,0,0,0,0,0,0,0
23001,0,0.0049,3e-4,0,0,0,7e-4,3e-4,0,0,0.0052,0.0381,0,0,0,0,0,0.278,0,0,6e-4,0,0.0056,0.1308,0.0098,0.158,0.1458,0,0.0806,0,0,0.0104,0,0,0,0.1229,0,0,0,0.0011,0.0068,0,0,0,0
23004,0,0.005,0,0,0,0,1e-4,0,0,0,0.0047,0.0022,0,0,0,0,0,0.3164,0,0,0,0,0.0058,0.0339,0.0146,0.1888,0.1843,0,0.0096,0,0,0.0302,0,0,0,0.2029,0,0,0,1e-4,0.0014,0,0,0,0
23006,0,0.0016,0,0,0,0,2e-4,0,0,0,0.0029,0,0,0,0,0,0,0.1796,0,0,0,0,0.0048,0.0201,0.0014,0.2098,0.2079,0,0.0062,0,0,0.0599,0,0,0,0.3048,0,0,0,0,9e-4,0,0,0,0
23007,0,0.0402,0.0015,0,0,0,0.004,0,0,0,0.003,0.1255,0,0,0,0,0,0.3171,0,0,0,0,0.018,0.0575,0.0112,0.0618,0.227,0,9e-4,0,0,0,0,0,0,0.1066,0,0,0.0112,0,0.0144,0,0,0,0
23008,0,0.001,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1842,0,0,0,0,0.0021,0.1289,0,0.2609,0.2233,0,0.0863,0,0,0,0,0,0,0.1087,0,0,0,0,0.0029,0,0,0,0
23011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2314,0,0.0075,0.1635,0,0.123,0,0,0,0,0,0,0.4747,0,0,0,0,0,0,0,0,0
23016,0.0204,0.4147,0.0162,0,0,0.0187,0,0,0.0121,0.0241,0.068,0.3732,0,0,0,0,0,0.0342,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24001,5e-4,0.0309,0.0029,0,0,0,0.0055,0,0,0,0.0054,0.1194,0,0,0,0,0,0.3633,0,0,0,0,0.0068,0.0464,0.0017,0.1014,0.1921,0,0.0038,0,0,0.0326,0,0,0,0.0866,0,0,0,0,0.001,0,0,0,0
24003,0,0,0,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,0,0.1615,0,0,0,0,0,0.0134,0,0.2563,0.2924,0,0,0,0,0.1221,0,0,0,0.1392,0,0,0,0,0.0023,0,0,0,0
24004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1849,0,0,0,0,4e-4,0.2698,0,0.043,0.2934,0,0.0298,0,0,0,0,0,0,0.1786,0,0,0,0,0,0,0,0,0
24005,0,0.0517,0.0104,0,0,0,0.0017,0,0,1e-4,0.004,0.2743,0,0,0,0,0,0.5617,0,0,0.0181,0,0.0147,0.0347,0,0.0071,0.0176,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,0,0.0047,3e-4,0,0,0,5e-4,0,0,0,0.0035,0.1381,0,0,0,0,0,0.2543,0,0,0.0069,0,0.0078,0.0118,0.0016,0.0817,0.1461,0,4e-4,0,0,0.058,0,0,0,0.2764,0,0,0,0,0.0079,0,0,0,0
25003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3783,0,0,0,0.6217,0,0,0,0,0,0,0,0,0
25006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1727,0,0,0,0,0,0,0,0.0546,0.1028,0,0,0,0,0,0,0,0,0.6699,0,0,0,0,0,0,0,0,0
25012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1052,0,0,0,0,0,0,0,0.3318,0.0844,0,0,0,0,0.2699,0,0,0,0.2087,0,0,0,0,0,0,0,0,0
25020,0,0.0899,0.0052,0,0,0,0.0123,0,0,0.0045,0.0234,0.6462,0,0,0,0,0,0.1995,0,0.0078,0,0,0.0048,0.0016,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0
25021,0,0.0644,0.0066,0,0,0,0.0205,0,0,0,0.0255,0.6433,0,0,0,0,0,0.2093,0,0.0157,0,0,0.002,0.0033,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0
25029,0,0.0195,0.0029,0,0,0,0,0,0,0,0.0015,0.3934,0,0,0,0,0,0.3879,0,0,0.0035,0,0.0358,0.042,0.0022,0.0073,0.078,0,0.0048,0,0,0,0,0,0,0.0211,0,0,0,0,0,0,0,0,0
26003,0,0.0082,0,0,0,0,0,0,0,0,0,0.9234,0,0,0,0,0,0.0639,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
